id,text,county,created_at,sentiment_score,sentiment_label,keywords,retweet_count,favorite_count,source_type,username,location,title,source,url,health_relevance_score,disease_type,outbreak_status,case_count,interest_score,date,outbreak_occurred,health_relevance_score_computed,is_recent,is_weekend,text_length,word_count,has_county,is_social_media,is_news,is_official,engagement_score,high_engagement
97,"NAIROBI, Kenya (AP) Raila Odinga, a former prime minister of Kenya and perennial presidential candidate whose populist campaigns challenged one-party rule, rattled authorities and gave him outsized i… [+6396 chars]",nairobi,2025-10-15 20:05:08.000000,0.0,,['who'],0,0,news,,,"Former Kenyan premier Raila Odinga, a key figure in African democracy efforts, dies at 80",News API,https://www.pbs.org/newshour/world/former-kenyan-premier-raila-odinga-a-key-figure-in-african-democracy-efforts-dies-at-80,,,,,0,2025-10-15,0,0.0,False,False,214,30,1,0,1,1,0,0
98,"NAIROBI, Kenya Raila Odinga, a former prime minister of Kenya and perennial presidential candidate whose populist campaigns rattled authorities and gave him an outsized influence on political life in… [+6705 chars]",nairobi,2025-10-15 17:15:51.000000,0.0,,"['flu', 'who']",0,0,news,,,"Former Kenyan premier Raila Odinga, a key figure in African politics, dies at 80",News API,https://www.nbcnews.com/world/africa/raila-odinga-dies-kenya-premier-rcna237730,,,,,0,2025-10-15,0,0.2,False,False,214,31,1,0,1,1,0,0
99,"Former Kenyan Prime Minister Raila Odinga died aged 80 at a hospital in India where he was receiving medical treatment, news outlets reported, bringing his supporters out to the streets to mourn in K… [+137 chars]",,2025-10-15 16:33:37.000000,0.0,,['hospital'],0,0,news,,,Kenya’s former Prime Minister Raila Odinga dies aged 80,News API,https://biztoc.com/x/2aac1912deefa044,,,,,0,2025-10-15,0,0.1,False,False,213,36,0,0,1,1,0,0
100,"Kenya's former Prime Minister and veteran opposition leader Raila Odinga has died at the age of 80. Widely regarded as one of the country's most influential political figures, Odinga shaped Kenya's m… [+1443 chars]",,2025-10-15 14:56:33.000000,0.0,,['flu'],0,0,news,,,"Raila Odinga, Kenya's former Prime Minister, dies at 80",News API,https://www.npr.org/2025/10/15/nx-s1-5574972/raila-odinga-kenya-prime-minister-dies,,,,,0,2025-10-15,0,0.2,False,False,214,34,0,0,1,1,0,0
101,"Former Prime Minister of Kenya, Raila Odinga, who had arrived at Koothattukulam in Kerala’s Ernakulam district for Ayurvedic treatment, died on Wednesday following a cardiac arrest, police and hospit… [+1224 chars]",,2025-10-15 13:23:57.000000,0.0,,['who'],0,0,news,,,"Ex-Kenya PM Raila Odinga dies of cardiac arrest in Kerala, PM Modi mourns his death",News API,https://indianexpress.com/article/world/ex-kenya-pm-raila-odinga-dies-cardiac-arrest-kerala-pm-modi-mourns-10308458/,,,,,0,2025-10-15,0,0.0,False,False,214,31,0,0,1,1,0,0
102,"NAIROBI, Kenya -- NAIROBI, Kenya (AP) Raila Odinga, a former prime minister of Kenya and perennial presidential candidate whose populist campaigns rattled authorities and gave him an outsized influen… [+6051 chars]",nairobi,2025-10-15 13:12:06.000000,0.0,,"['flu', 'who']",0,0,news,,,"Former Kenyan premier Raila Odinga, a key figure in African politics, dies at 80",News API,https://abcnews.go.com/International/wireStory/former-kenyan-premier-raila-odinga-key-figure-african-126536436,,,,,0,2025-10-15,0,0.2,False,False,214,31,1,0,1,1,0,0
103,"NAIROBI (Reuters) -Kenya's veteran opposition leader Raila Odinga, who was imprisoned while fighting one-party autocracy and ran five times unsuccessfully for the presidency, has died at the age of 8… [+4568 chars]",nairobi,2025-10-15 12:49:00.000000,0.0,,['who'],0,0,news,,,Kenya's veteran opposition leader Raila Odinga dies at 80,News API,https://www.thestar.com.my/news/world/2025/10/15/kenya039s-veteran-opposition-leader-raila-odinga-dies-at-80,,,,,0,2025-10-15,0,0.0,False,False,214,32,1,0,1,1,0,0
104,"Kenyan opposition leader Raila Odinga, a key figure in African politics, has died at the age of 80 during a trip to India for medical treatment, according to local police and hospital officials.
The… [+3612 chars]",,2025-10-15 12:06:50.000000,0.0,,['hospital'],0,0,news,,,Kenyan opposition leader Raila Odinga dies of heart attack in India at 80,News API,https://www.aljazeera.com/news/2025/10/15/kenyan-opposition-leader-raila-odinga-dies-of-heart-attack-in-india-at-80,,,,,0,2025-10-15,0,0.1,False,False,214,36,0,0,1,1,0,0
105,"A hospital in India says former Kenyan Prime Minister Raila Odinga has died of a heart attack
October 15, 2025, 3:26 AM
NAIROBI, Kenya -- NAIROBI, Kenya (AP) A hospital in India says former Kenyan … [+54 chars]",nairobi,2025-10-15 11:05:52.000000,0.0,,['hospital'],0,0,news,,,A hospital in India says former Kenyan Prime Minister Raila Odinga has died of a heart attack,News API,https://abcnews.go.com/International/wireStory/hospital-india-former-kenyan-prime-minister-raila-odinga-126536345,,,,,0,2025-10-15,0,0.1,False,False,212,38,1,0,1,1,0,0
106,"NAIROBI, Kenya (AP) Raila Odinga, a former prime minister of Kenya and perennial presidential candidate whose populist campaigns rattled authorities and gave him an outsized influence on political li… [+2095 chars]",nairobi,2025-10-15 10:36:39.000000,0.0,,"['flu', 'who']",0,0,news,,,"Former Kenyan premier Raila Odinga, a key figure in African politics, dies at 80",News API,https://www.yahoo.com/news/articles/former-kenyan-pm-raila-odinga-073639247.html,,,,,0,2025-10-15,0,0.2,False,False,214,31,1,0,1,1,0,0
107,"Former Kenyan Prime Minister Raila Odinga has died at the age of 80, family sources have told the BBC.
Odinga died on Wednesday while receiving medical treatment at a hospital in India.
In recent w… [+2609 chars]",,2025-10-15 10:31:05.000000,0.0,,['hospital'],0,0,news,,,Former Kenyan Prime Minister Raila Odinga dies aged 80,News API,https://www.bbc.com/news/articles/c1m39xg4dggo?xtor=AL-72-%5Bpartner%5D-%5Byahoo.north.america%5D-%5Bheadline%5D-%5Bnews%5D-%5Bbizdev%5D-%5Bisapi%5D,,,,,0,2025-10-15,0,0.1,False,False,214,37,0,0,1,1,0,0
108,"Kenyan opposition leader Raila Odinga has died at the age of 80 during a health visit to India, local police said Wednesday -- a political earthquake that could transform politics in the East African… [+2732 chars]",,2025-10-15 10:30:12.000000,0.0,,['health'],0,0,news,,,Kenyan Opposition Leader Raila Odinga Dies In India,News API,https://www.ibtimes.com/kenyan-opposition-leader-raila-odinga-dies-india-3787079,,,,,0,2025-10-15,0,0.1,False,False,214,36,0,0,1,1,0,0
109,"After lying dormant for more than ten years, the Kwame Nkrumah University of Science and Technology (KNUST) Teaching Hospital project is finally seeing renewed life, thanks to fresh government fundin… [+6595 chars]",,2025-10-15 10:27:24.000000,0.0,,['hospital'],0,0,news,,,Feature: KNUST Teaching Hospital Revived After a Decade of Delay – But Experts say PPPs would have delivered it much sooner,News API,https://thechronicle.com.gh/feature-knust-teaching-hospital-revived-after-a-decade-of-delay-but-experts-say-ppps-would-have-delivered-it-much-sooner/,,,,,0,2025-10-15,0,0.1,False,False,214,32,0,0,1,1,0,0
110,"""It is not the end of my story.""
For Matt Taylor, the old line about football being more important than life and death was exposed for the lie it is when tragedy struck last winter. 
After six year… [+16895 chars]",,2025-10-13 12:00:00.000000,0.0,,['tb'],0,0,news,,,Taylor opens up on family tragedy: It is not the end of my story,News API,https://www.skysports.com/football/news/11095/13445809/matt-taylor-interview-enduring-family-tragedy-alongside-the-struggle-of-trying-to-keep-my-job-as-bristol-rovers-manager,,,,,0,2025-10-13,0,0.0,False,False,215,40,0,0,1,1,0,0
111,"Kenyan doctor Dr. Jacqueline Kitulu has been inaugurated as the new President of the World Medical Association (WMA), making a first for Kenya.
Speaking during her inauguration at the WMA General As… [+4429 chars]",,2025-10-10 17:29:48.000000,0.0,,['doctor'],0,0,news,,,"Jacqueline Kitulu, Kenyan Doctor Inaugurated President Of World Medical Association",News API,https://thekenyatimes.com/health/kenyan-doctor-inaugurated-as-president-of-world-medical-association/,,,,,0,2025-10-10,0,0.1,False,False,214,34,0,0,1,1,0,0
112,"“I feared people and feared the doctors because they would probably judge or insult me. So, she (mother) told me no, that should not be the case, and so she offered to take me.” 

These were the word… [+6517 chars]",,2025-10-16 19:33:04.000000,0.0,,"['health', 'doctor']",0,0,news,,,Pregnant teens in Kenya’s low-income areas avoid health care because of fear and stigma,News API,https://theconversation.com/pregnant-teens-in-kenyas-low-income-areas-avoid-health-care-because-of-fear-and-stigma-266263,,,,,0,2025-10-16,0,0.2,False,False,214,40,0,0,1,1,0,0
113,"Raila Amolo Odinga, whose death at 80 was announced on Wednesday, spent most of his adult life in politics, including eight years in prison as a pro-democracy campaigner -- but never achieved his goa… [+3481 chars]",,2025-10-15 10:06:22.000000,0.0,,['who'],0,0,news,,,Raila Odinga: Kenya's Perennial Opposition Leader,News API,https://www.ibtimes.com/raila-odinga-kenyas-perennial-opposition-leader-3787077,,,,,0,2025-10-15,0,0.0,False,False,214,36,0,0,1,1,0,0
114,"To what degree and how are current capitalistic structures conducive to reaching public health goals? Sofia Noori shares her journey from grassroots organizing to clinical training in psychiatry, to … [+1188 chars]",,2025-10-10 18:00:00.000000,0.0,,"['health', 'clinic']",0,0,news,,,Aligning Incentives,News API,https://insights.som.yale.edu/podcasts/impact-innovation/aligning-incentives,,,,,0,2025-10-10,0,0.2,False,False,214,32,0,0,1,1,0,0
115,Eight individuals and a health facility have been charged with the fraudulent acquisition of over Ksh7 million from the Social Health Authority as the government continues to crack down on malpractic… [+2925 chars],,2025-10-06 18:45:55.000000,0.0,,"['health', 'clinic']",0,0,news,,,Court Releases Health Workers and Clinic Directors Embroiled in Ksh7 Million SHA Fraud Scheme,News API,http://www.kenyans.co.ke/news/116866-court-releases-health-workers-and-clinic-directors-embroiled-ksh7m-sha-fraud-scheme,,,,,0,2025-10-06,0,0.2,False,False,214,33,0,0,1,1,0,0
116,"Five suspects have been arrested in connection with a healthcare fraud scandal involving files submitted by the Social Health Authority( SHA), and the Kenya Medical Practitioners and Dentists Council… [+1873 chars]",,2025-10-04 14:37:48.000000,0.0,,['health'],0,0,news,,,Five arrested as DPP approves charges against two health facilities over SHA fraud,News API,https://www.citizen.digital/news/five-arrested-as-dpp-approves-charges-against-two-health-facilities-over-sha-fraud-n370873,,,,,0,2025-10-04,0,0.1,False,True,214,31,0,0,1,1,0,0
117,"By KENYA HUNTER
Having your mouth taped shut is the stuff of nightmares but some people are doing just that to themselves. And in an attempt to sleep better, no less.
Doctors say dont do it.
Some … [+3082 chars]",,2025-10-01 17:12:54.000000,0.0,,['doctor'],0,0,news,,,Some people tape their mouths shut at night. Doctors wish they wouldn’t,News API,https://www.ocregister.com/2025/10/01/sleeping-mouth-tape/,,,,,0,2025-10-01,0,0.1,False,False,214,40,0,0,1,1,0,0
118,"By KENYA HUNTER
Having your mouth taped shut is the stuff of nightmares but some people are doing just that to themselves. And in an attempt to sleep better, no less.
Doctors say dont do it.
Some … [+3082 chars]",,2025-10-01 17:10:59.000000,0.0,,['doctor'],0,0,news,,,Some people tape their mouths shut at night. Doctors wish they wouldn’t,News API,https://www.bostonherald.com/2025/10/01/sleeping-mouth-tape/,,,,,0,2025-10-01,0,0.1,False,False,214,40,0,0,1,1,0,0
119,"Starting a medical facility in Kenya, whether a small dispensary, clinic, or hospital, requires proper planning.
It also requires compliance with regulations and licensing from the Kenya Medical Pra… [+2769 chars]",,2025-09-28 16:45:01.000000,0.0,,"['hospital', 'clinic']",0,0,news,,,How To Start A Medical Facility In Kenya: Step-by-Step Guide,News API,https://thekenyatimes.com/health/start-medical-facility/,,,,,0,2025-09-28,0,0.2,False,True,214,31,0,0,1,1,0,0
120,The Social Health Authority (SHA) has issued a public notice urging all its members to actively review their hospital visit records and billing details after every healthcare service to avoid potenti… [+3112 chars],,2025-10-09 09:31:45.000000,0.0,,"['health', 'hospital']",0,0,news,,,SHA Issues Billing Tips To Help Kenyans Avoid Extra Costs,News API,https://thekenyatimes.com/health/sha-rules-for-kenyans/,,,,,0,2025-10-09,0,0.2,False,False,214,33,0,0,1,1,0,0
121,"Globally, nearly half of the deaths of children under five years are linked to malnutrition. In Kenya, it’s the leading cause of illness and death among children. 

Children with malnutrition typical… [+7067 chars]",,2025-10-08 16:32:20.000000,0.0,,['illness'],0,0,news,,,Child malnutrition in Kenya: AI model can forecast rates six months before they become critical,News API,https://theconversation.com/child-malnutrition-in-kenya-ai-model-can-forecast-rates-six-months-before-they-become-critical-261075,,,,,0,2025-10-08,0,0.2,False,False,214,33,0,0,1,1,0,0
122,"Mental health patients will now be covered under government insurance benefits, Ministry of Health Cabinet Secretary Aden Duale has revealed.
The move followed the integration of mental health servi… [+2215 chars]",,2025-10-08 15:55:48.000000,0.0,,"['health', 'ministry of health']",0,0,news,,,SHA to Now Cover Mental Health Services,News API,http://www.kenyans.co.ke/news/116937-sha-now-cover-mental-health-services-ministry-health-reveals,,,,,0,2025-10-08,0,0.1,False,False,214,31,0,0,1,1,0,0
123,"Five Kenyans are set to appear in court on Monday to face charges relating to fraud at the Social Health Authority (SHA) involving fraudulent payment of hospital claims.
The Directorate of Criminal … [+2845 chars]",,2025-10-03 18:12:43.000000,0.0,,"['health', 'hospital']",0,0,news,,,DCI to Arraign Five Suspects Over Social Health Authority Fraud,News API,http://www.kenyans.co.ke/news/116802-dci-arraign-five-suspects-over-social-health-authority-fraud,,,,,0,2025-10-03,0,0.2,False,False,214,35,0,0,1,1,0,0
124,"The Pharmacy and Poisons Board (PPB) has confirmed that Kenya has not recorded any cases of babies developing neurodevelopmental disorders due to the use of Paracetamol by women during pregnancy.
In… [+2621 chars]",,2025-10-02 15:26:54.000000,0.0,,['health'],0,0,news,,,Kenya Has no Reports of Paracetamol Causing Autism Despite Possible Link - Health Ministry,News API,http://www.kenyans.co.ke/news/116763-kenya-has-no-reports-paracetamol-causing-autism-despite-possible-link-health-ministry,,,,,0,2025-10-02,0,0.1,False,False,214,33,0,0,1,1,0,0
125,"The Health Union Caucus, bringing together seven major unions
in Kenyas health sector, has issued a seven-day ultimatum to county
governments, warning of joint industrial action over what they term… [+3693 chars]",,2025-09-30 19:44:10.000000,0.0,,['health'],0,0,news,,,Kiambu faces health sector shutdown as unions issue 7-day strike notice,News API,https://www.citizen.digital/news/kiambu-faces-health-sector-shutdown-as-unions-issue-7-day-strike-notice-n370610,,,,,0,2025-09-30,0,0.1,False,False,214,32,0,0,1,1,0,0
126,"Abstract
Background
Intimate partner violence (IPV) and reproductive coercion (RC) significantly impact womens and girls health. Among other determinants, wives discordance from their husbands fert… [+48600 chars]",,2025-09-30 17:00:00.000000,0.0,,['health'],0,0,news,,,Attitudes towards the timing of first birth and gender-based violence in rural Niger: Are adolescent wives with attitudes different from their husbands and peers at a higher risk of intimate partner violence and reproductive coercion?,News API,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0333677,,,,,0,2025-09-30,0,0.1,False,False,215,27,0,0,1,1,0,0
127,"A heavy security presence on Monday evening thwarted for a straight third day youth-led protests across several Moroccan cities, where demonstrators have sought to rally for improvements to the publi… [+1960 chars]",,2025-09-30 12:29:51.000000,0.0,,['health'],0,0,news,,,"NTV Kenya: Morocco squashes youth-led protesters over health, education",News API,https://ntvkenya.co.ke/news/morocco-squashes-youth-led-protesters-over-health-education/,,,,,0,2025-09-30,0,0.1,False,False,214,32,0,0,1,1,0,0
128,"Kenya Medical Practitioners, Pharmacists, and Dentists' Union Secretary General Davji Atellah. [File, Standard]
Medical interns posted to Kiambu County have been instructed to collect redeployment l… [+1420 chars]",,2025-09-29 21:01:50.000000,0.0,,['doctor'],0,0,news,,,"Collect redeployment letters, KMPDU tells intern doctors after strike fallout",News API,https://www.standardmedia.co.ke/health/health-science/article/2001530629/collect-redeployment-letters-kmpdu-tells-intern-doctors-after-strike-fallout,,,,,0,2025-09-29,0,0.1,False,False,214,28,0,0,1,1,0,0
129,"Mental health professionals are calling for urgent action to make counselling services more accessible to Kenyans, especially those living in poor neighbourhoods where cases of depression, drug abuse… [+3436 chars]",,2025-09-28 19:58:41.000000,0.0,,['health'],0,0,news,,,Dr. Susan Gitau challenges leaders to establish Community Mental Health Centres in every constituency,News API,https://www.thikatowntoday.co.ke/2025/09/dr-susan-gitau-challenges-leaders-to.html,,,,,0,2025-09-28,0,0.1,False,True,214,30,0,0,1,1,0,0
130,"Authors summary Investigating the co-phylogenetic relationship between the Rickettsia africae and its vector tick, Amblyomma variegatum, is essential for understanding the interactions that drive bacterial persistence within the tick and facilitate transmissi…",kenya,2025-10-21 17:00:00.000000,0.0,neutral,[],0,0,news,,,Mitogenomics of the tropical bont tick Amblyomma variegatum reveals vertical and horizontal transmission of Rickettsia africae,Plos.org,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0013610,0.0,,,,0,2025-10-21,0,0.1,True,False,260,32,1,0,1,1,0,0
131,"The U.S. withdrawal of international reproductive health funding is already having devastating effects around the world. Clinics are closing, health workers go unpaid, and essential medications and contraceptives sit unused in warehouses while millions of wom…",kenya,2025-10-19 14:00:00.000000,0.0,neutral,"['health', 'clinic']",0,0,news,,,The Ripple Effects of the U.S. Retreat from International Reproductive Care,Ms. Magazine,https://msmagazine.com/2025/10/19/usa-trump-international-global-health-aid-cuts/,0.2,,,,0,2025-10-19,0,0.3,True,True,260,36,1,0,1,1,0,0
132,"Author summary Schistosomiasis is a neglected tropical disease, widely treated by mass drug administration with praziquantel, but side effects often occur, and are also reported as a reason for refusing treatment. This study examined the impact of praziquante…",kenya,2025-10-09 17:00:00.000000,0.0,neutral,['disease'],0,0,news,,,"The associations between Schistosoma mansoni infection, pre-treatment symptoms, praziquantel side effects, and treatment efficacy in Ugandan school-aged children",Plos.org,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0013167,0.1,,,,0,2025-10-09,0,0.0,False,False,260,38,1,0,1,1,0,0
133,"Background Antiretroviral therapy (ART) has greatly improved the survival and quality of life for individuals living with HIV. However, challenges in the prevention of HIV-related mortality and poor retention of patients in ART treatment pose threats to effec…",kenya,2025-09-29 17:00:00.000000,0.0,neutral,['hiv'],0,0,news,,,"Antiretroviral treatment outcomes and survival pattern of people living with HIV in Bauchi State, Nigeria",Plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0333106,0.1,,,,0,2025-09-29,0,0.0,False,False,260,38,1,0,1,1,0,0
134,"Objective When measured continuously, adherence to HIV pre-exposure prophylaxis (PrEP) is consistently low in studies of pregnant and postpartum women. We investigated how PrEP adherence aligned with HIV exposure risk.   Methods We conducted a trial of a PrEP…",kenya,2025-10-23 17:00:00.000000,0.0,neutral,['hiv'],0,0,news,,,"Alignment of PrEP adherence and HIV exposure risk among pregnant and postpartum women in Lilongwe, Malawi",Plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0335429,0.1,,,,0,2025-10-23,0,0.1,True,False,260,38,1,0,1,1,0,0
135,"The UNAIDS report revealed that the withdrawal of USAID funding has affected HIV care, increasing risks and uncertainty around the availability and management of essential HIV commodities.",kenya,2025-10-20 14:52:54.000000,0.0,neutral,"['hiv', 'aids']",0,0,news,,,HIV gains at risk as donors cut lifeline support,Standard Digital,https://www.standardmedia.co.ke/health/health-science/article/2001532204/hiv-gains-at-risk-as-donors-cut-lifeline-support,0.2,,,,0,2025-10-20,0,0.1,True,False,188,27,1,0,1,1,0,0
136,"Zimbabwe is among 10 nations rolling out lenacapavir, a twice-yearly HIV prevention shot. Experts call it a breakthrough but locals question its cost, safety and accessibility.",kenya,2025-10-16 19:09:00.000000,0.0,neutral,['hiv'],0,0,news,,,'Miracle' HIV shot rollout in Zimbabwe sparks debate,DW (English),https://www.dw.com/en/miracle-hiv-shot-rollout-in-zimbabwe-sparks-debate/a-74354459,0.1,,,,0,2025-10-16,0,0.0,False,False,176,26,1,0,1,1,0,0
137,"Zimbabwe is among 10 nations rolling out lenacapavir, a twice-yearly HIV prevention shot. Experts call it a breakthrough, but locals question its cost, safety, and accessibility. Lenacapavir, the first twice-yearly HIV prophylactic in the world, is set to be …",kenya,2025-10-16 19:09:00.000000,0.0,neutral,['hiv'],0,0,news,,,Lenacapavir HIV shot stirs debate in Zimbabwe,DW (English),https://www.dw.com/en/lenacapavir-hiv-shot-stirs-debate-in-zimbabwe/a-74354459,0.1,,,,0,2025-10-16,0,0.0,False,False,260,40,1,0,1,1,0,0
138,"There’s a lot of unreliable information circulating about birth control—and it’s doing real harm. 
The Trump administration is mischaracterizing contraceptives as abortifacients and using that false claim to justify plans to destroy nearly $10 million worth o…",kenya,2025-10-14 17:42:38.000000,0.0,neutral,['health'],0,0,news,,,Technical Difficulties: How Social Media Is Impacting the Landscape of Misinformation About Reproductive Health,Ms. Magazine,https://msmagazine.com/2025/10/14/birth-control-misinformation-tiktok-tv-film-teen-girls-women-health/,0.1,,,,0,2025-10-14,0,0.1,False,False,260,37,1,0,1,1,0,0
139,"Background As Nigeria has the sixth-highest population in the world and a significant amount of inbound and outbound travel, the characterization of SARS-CoV-2 genomic diversity across the country is critical for understanding novel pandemic dynamics. We desc…",kenya,2025-10-14 03:00:00.000000,0.0,neutral,['tb'],0,0,news,,,Genomic diversity and surveillance of SARS-CoV-2 in Nigeria,Biomedcentral.com,https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-025-12058-y,0.1,,,,0,2025-10-14,0,0.3,False,False,260,37,1,0,1,1,0,0
140,"An inside view of the AI revolution, from the people and companies making it happen.",kenya,2025-10-10 08:47:01.000000,0.0,neutral,[],0,0,news,,,Stripe Press — The Scaling Era,Stripe.com,https://press.stripe.com/scaling,0.0,,,,0,2025-10-10,0,0.0,False,False,84,15,1,0,1,1,0,0
141,"<p>In a landmark public health achievement, Fiji has been validated by the World Health Organization (WHO) for eliminating trachoma as a public health problem. Trachoma, a neglected tropical disease (NTD) and the world&rsquo;s leading infectious cause of blindness, no longer poses a public health threat in the country.</p><p>Trachoma is the first NTD to be eliminated in Fiji. Fiji is the 26th country to eliminate trachoma as a public health problem and the 58th country globally to eliminate at least one NTD.</p><p>&ldquo;WHO congratulates Fiji and its network of global and local partners on reaching this milestone,&rdquo; said Dr Tedros Adhanom Ghebreyesus, WHO Director-General. &ldquo;Future generations of Fijians have been given a precious gift in being set free from the suffering that trachoma has inflicted on their ancestors.&rdquo;</p><p>Trachoma is caused by the bacterium <em>Chlamydia trachomatis</em> and spreads through personal contact, interactions with contaminated surfaces and on flies that have been in contact with eye or nose discharge of an infected person. Repeated infections can lead to scarring, in-turning of the eyelids, and ultimately blindness. Globally, the disease remains endemic in many vulnerable communities where access to clean water and sanitation is limited.</p><h2>Fiji&rsquo;s success story</h2><p>&ldquo;Fiji&rsquo;s success in eliminating trachoma is a beacon of what&rsquo;s possible when communities, governments, and partners unite behind a shared goal&rdquo;, said Dr Saia Ma&rsquo;u Piukala, WHO Regional Director for the Western Pacific.&nbsp;&nbsp;&ldquo;This is a celebration of the power of Pacific leadership and the impact of sustained investment in health. WHO congratulates Fiji and is committed to supporting countries across the Region in advancing health for all so that no one is left behind.&rdquo;</p><p>Trachoma was once a significant public health problem in Fiji, with medical reports from the 1930s and community-based surveys in the 1950s documenting widespread disease and risk of blindness. By the 1980s, the condition had declined markedly, with cataract and refractive error emerging as the main causes of vision loss. </p><p>Concern however was renewed in the 2000s, when rapid assessments suggested high levels of active trachoma in children, prompting the Ministry of Health and Medical Services to launch a comprehensive programme to better understand the situation and take necessary action.</p><p>Since 2012, Fiji has undertaken a series of robust, internationally supported surveys and studies, including population-based prevalence surveys and laboratory testing, to understand the local epidemiology of trachoma and distinguish it from other causes of eye disease. This sustained effort, integrated with school health, water and sanitation initiatives, and community awareness programmes, has confirmed that trachoma is no longer a public health problem in Fiji and that systems are in place to identify and manage future cases. </p><p>&nbsp;&ldquo;Fiji&rsquo;s elimination of trachoma is a defining moment for health equity in the Pacific,&rdquo; said Honourable Dr Ratu Atonio Rabici Lalabalavu, Minister of Health and Medical Services of Fiji.&nbsp;&nbsp;&ldquo;This achievement reflects years of coordinated action &ndash; across villages, health facilities and regional platforms &ndash; demonstrating unwavering commitment of our health- care workers, communities leading the change. As we celebrate this milestone, we call on our donors and partners in the Pacific and beyond to continue supporting accelerated action of neglected tropical diseases to address other diseases not only in Fiji, but across the Pacific&rdquo;.&nbsp;&nbsp;</p><h2>Contribution to global progress<strong> </strong></h2><p>Neglected tropical diseases (NTDs) are a diverse group of diseases and conditions associated with devastating health, social and economic consequences. They are mainly prevalent mostly among impoverished communities in tropical areas. WHO estimates that NTDs affect more than 1 billion people.</p><p>The targets included in the  <a href=""https://www.who.int/publications/i/item/9789240010352"">Road map for neglected tropical diseases 2021&ndash;2030</a> cover the prevention, control, elimination and eradication of 20 diseases and disease groups by 2030.</p><p>Since 2016, 13 Member States in the Western Pacific Region, which covers 38 countries and areas, have been validated by WHO for eliminating at least one NTD. Of these, six (Cambodia, China, the Lao People&rsquo;s Democratic Republic, Papua New Guinea, Vanuatu and Viet Nam) have successfully eliminated trachoma as a public health problem. Trachoma elimination is part of broader progress on NTDs in Fiji and the rest of the Western Pacific Region. </p><p>WHO continues to support countries in their efforts to eliminate trachoma and other NTDs, ensuring healthier lives for all, particularly the most disadvantaged.</p>",kenya,2025-10-26 12:09:00.104718,0.0,neutral,"['disease', 'health', 'medical', 'public health', 'ministry of health']",0,0,news,,,Fiji becomes the 26th country to eliminate trachoma as a public health problem,RSS Feed,https://www.who.int/news/item/20-10-2025-fiji-becomes-the-26th-country-to-eliminate-trachoma-as-a-public-health-problem,0.7,,,,0,2025-10-26,0,0.3,True,True,4979,689,1,0,1,1,0,0
