id,text,county,created_at,sentiment_score,sentiment_label,keywords,retweet_count,favorite_count,source_type,username,location,title,source,url,health_relevance_score,interest_score,date,outbreak_occurred,is_recent,is_weekend,text_length,word_count,has_county,is_social_media,is_news,is_official,engagement_score,high_engagement
474,Anyone else in Kericho experiencing nausea? Worried about tuberculosis,kericho,2025-09-26 04:18:32.820387,-0.10743388265767997,negative,[],17,61,twitter,user6664,"Kericho, Kenya",,,,0.5,0,2025-09-26,1,False,False,70,9,1,1,0,0,78,0
475,Kitale residents reporting weakness. Any idea what's going on?,malindi,2025-09-14 03:12:32.820387,-0.13915654678938866,negative,[],43,33,twitter,user9566,"Malindi, Kenya",,,,0.5,0,2025-09-14,1,False,True,62,9,1,1,0,0,76,0
476,Anyone else in Nyeri experiencing fatigue? Worried about measles,machakos,2025-09-30 22:12:32.820387,-0.1963496694730803,negative,[],49,5,twitter,user7223,"Machakos, Kenya",,,,0.5,0,2025-09-30,1,False,False,64,9,1,1,0,0,54,0
477,Cases of malaria reported in Bungoma. Please stay safe everyone!,thika,2025-07-27 06:19:32.820387,-0.22798828273627045,negative,[],23,55,twitter,user8905,"Thika, Kenya",,,,0.75,0,2025-07-27,1,False,True,64,10,1,1,0,0,78,0
478,Kitale residents reporting cough. Any idea what's going on?,kisii,2025-09-27 18:23:32.820387,-0.17891786738492388,negative,[],44,38,twitter,user3220,"Kisii, Kenya",,,,0.5,0,2025-09-27,1,False,True,59,9,1,1,0,0,82,0
479,Visited hospital today - so many yellow fever patients. Stay healthy Nakuru!,busia,2025-10-07 01:18:32.820387,-0.16181790987028585,negative,[],46,47,twitter,user1505,"Busia, Kenya",,,,0.75,0,2025-10-07,1,True,False,76,12,1,1,0,0,93,0
480,My friend has cough and cough. Should we worry about cholera?,kisii,2025-08-14 06:55:32.820387,-0.14169335850441464,negative,[],32,90,twitter,user4371,"Kisii, Kenya",,,,0.75,0,2025-08-14,1,False,False,61,11,1,1,0,0,122,1
481,"Feeling terrible - headache, headache and headache. Hope it's not pneumonia",busia,2025-08-27 00:14:32.829695,-0.10222660821393315,negative,[],26,48,twitter,user1018,"Busia, Kenya",,,,0.5,0,2025-08-27,1,False,False,75,11,1,1,0,0,74,0
482,Experiencing fever and fever. Could this be cholera? #health #Kenya,thika,2025-09-10 08:15:32.829695,-0.21581526182547126,negative,[],38,3,twitter,user4787,"Thika, Kenya",,,,1.0,0,2025-09-10,1,False,False,67,10,1,1,0,0,41,0
483,Anyone else in Machakos experiencing pain? Worried about cholera,nairobi,2025-07-24 09:18:32.829695,-0.26591325148126205,negative,[],4,17,twitter,user2287,"Nairobi, Kenya",,,,0.75,0,2025-07-24,1,False,False,64,9,1,1,0,0,21,0
484,Anyone else in Mombasa experiencing weakness? Worried about measles,busia,2025-08-22 02:17:32.829695,-0.18515936065505162,negative,[],12,97,twitter,user2652,"Busia, Kenya",,,,0.5,0,2025-08-22,1,False,False,67,9,1,1,0,0,109,1
485,Anyone else in Meru experiencing vomiting? Worried about flu,nyeri,2025-08-22 06:47:32.834080,-0.20845781524915352,negative,[],43,18,twitter,user4592,"Nyeri, Kenya",,,,0.75,0,2025-08-22,1,False,False,60,9,1,1,0,0,61,0
486,Visited hospital today - so many cholera patients. Stay healthy Eldoret!,nakuru,2025-07-31 20:09:32.834080,-0.2582672390902767,negative,[],10,59,twitter,user5909,"Nakuru, Kenya",,,,0.75,0,2025-07-31,1,False,False,72,11,1,1,0,0,69,0
487,Anyone else in Eldoret experiencing cough? Worried about influenza,kericho,2025-09-13 12:42:32.834080,-0.15672105208187295,negative,[],16,70,twitter,user6672,"Kericho, Kenya",,,,0.75,0,2025-09-13,1,False,True,66,9,1,1,0,0,86,0
488,Anyone else in Thika experiencing fever? Worried about dengue,bungoma,2025-07-16 07:02:32.836086,-0.13656688634769026,negative,[],9,67,twitter,user1225,"Bungoma, Kenya",,,,0.75,0,2025-07-16,1,False,False,61,9,1,1,0,0,76,0
489,"Feeling terrible - headache, headache and headache. Hope it's not flu",malindi,2025-08-29 18:04:32.837373,-0.14971347730357085,negative,[],31,26,twitter,user2414,"Malindi, Kenya",,,,0.75,0,2025-08-29,1,False,False,69,11,1,1,0,0,57,0
490,My friend has fatigue and fatigue. Should we worry about flu?,thika,2025-09-06 04:22:32.837373,-0.24842647825792352,negative,[],5,2,twitter,user2445,"Thika, Kenya",,,,0.5,0,2025-09-06,1,False,True,61,11,1,1,0,0,7,0
491,Health alert: typhoid cases increasing in Nakuru area,bungoma,2025-07-31 02:05:32.837373,-0.152438970295178,negative,[],30,10,twitter,user6350,"Bungoma, Kenya",,,,0.5,0,2025-07-31,1,False,False,53,8,1,1,0,0,40,0
492,Experiencing dizziness and dizziness. Could this be influenza? #health #Kenya,thika,2025-08-26 19:03:32.837373,-0.2503763312732129,negative,[],2,51,twitter,user5366,"Thika, Kenya",,,,0.75,0,2025-08-26,1,False,False,77,10,1,1,0,0,53,0
493,Is there a flu outbreak? Hearing lots of cases in Nairobi,kitale,2025-08-26 08:03:32.837373,-0.22440414088942315,negative,[],11,55,twitter,user5429,"Kitale, Kenya",,,,1.0,0,2025-08-26,1,False,False,57,11,1,1,0,0,66,0
494,Health alert: dengue cases increasing in Machakos area,eldoret,2025-10-01 21:21:32.837373,-0.20950716767354335,negative,[],10,60,twitter,user6376,"Eldoret, Kenya",,,,0.5,0,2025-10-01,1,False,False,54,8,1,1,0,0,70,0
495,Visited hospital today - so many meningitis patients. Stay healthy Meru!,eldoret,2025-08-12 01:08:32.837373,-0.16525526545886832,negative,[],48,52,twitter,user2934,"Eldoret, Kenya",,,,0.5,0,2025-08-12,1,False,False,72,11,1,1,0,0,100,1
496,Health alert: diarrhea cases increasing in Kericho area,nakuru,2025-10-06 10:21:32.837373,-0.1657296945240104,negative,[],43,33,twitter,user6655,"Nakuru, Kenya",,,,0.5,0,2025-10-06,1,True,False,55,8,1,1,0,0,76,0
497,Cases of typhoid reported in Kericho. Please stay safe everyone!,nyeri,2025-07-31 11:31:32.845599,-0.28942295746091234,negative,[],3,32,twitter,user9683,"Nyeri, Kenya",,,,0.5,0,2025-07-31,1,False,False,64,10,1,1,0,0,35,0
498,Experiencing fever and fever. Could this be cholera? #health #Kenya,kisumu,2025-07-29 13:16:32.846108,-0.19632290420118856,negative,[],23,5,twitter,user8894,"Kisumu, Kenya",,,,1.0,0,2025-07-29,1,False,False,67,10,1,1,0,0,28,0
499,Kericho residents reporting vomiting. Any idea what's going on?,kisumu,2025-08-20 00:55:32.847551,-0.21000551960763247,negative,[],7,40,twitter,user3352,"Kisumu, Kenya",,,,0.5,0,2025-08-20,1,False,False,63,9,1,1,0,0,47,0
500,My friend has fever and fever. Should we worry about typhoid?,kisumu,2025-08-31 13:23:32.847551,-0.219066633293311,negative,[],16,88,twitter,user1997,"Kisumu, Kenya",,,,0.75,0,2025-08-31,1,False,True,61,11,1,1,0,0,104,1
1,Health officials in Bungoma County have confirmed multiple cases of covid. Residents are experiencing symptoms including nausea and nausea. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,bungoma,2025-08-21 21:44:32.847551,-0.3543476513556103,negative,"['covid', 'bungoma']",0,0,news,,,Health officials investigate Covid outbreak in Bungoma,Daily Nation,https://synthetic-news.ke/article/1755801872_0,0.5,0,2025-08-21,1,False,False,278,42,1,0,1,1,0,0
2,"Machakos County is experiencing an increase in flu cases. Local hospitals have reported patients with sweating, sweating, and sweating. Health workers are conducting community awareness campaigns. Authorities urge residents to maintain hygiene and report any cases.",machakos,2025-09-19 12:44:32.847551,-0.2267090069730613,negative,"['flu', 'machakos']",0,0,news,,,Flu cases surge in Machakos County,Kenya Health News,https://synthetic-news.ke/article/1758275072_1,0.5,0,2025-09-19,1,False,False,265,36,1,0,1,1,0,0
3,Health officials in Kisumu County have confirmed multiple cases of influenza. Residents are experiencing symptoms including fever and fever. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,kisumu,2025-09-20 18:44:32.847551,-0.2811257963403827,negative,"['influenza', 'kisumu']",0,0,news,,,Health workers respond to Influenza cases in Kisumu,Citizen Digital,https://synthetic-news.ke/article/1758383072_2,0.75,0,2025-09-20,1,False,True,279,42,1,0,1,1,0,0
4,"Kericho County is experiencing an increase in influenza cases. Local hospitals have reported patients with fever, fever, and fever. Health workers are conducting community awareness campaigns. Authorities urge residents to maintain hygiene and report any cases.",kericho,2025-08-06 20:44:32.847551,-0.2804511385194249,negative,"['influenza', 'kericho']",0,0,news,,,Health workers respond to Influenza cases in Kericho,The Standard,https://synthetic-news.ke/article/1754502272_3,0.75,0,2025-08-06,1,False,False,261,36,1,0,1,1,0,0
5,Health officials in Malindi County have confirmed multiple cases of typhoid. Residents are experiencing symptoms including headache and headache. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,malindi,2025-09-04 07:44:32.847551,-0.3289711774949537,negative,"['typhoid', 'malindi']",0,0,news,,,Typhoid cases surge in Malindi County,Kenya Medical Times,https://synthetic-news.ke/article/1756961072_4,0.25,0,2025-09-04,0,False,False,284,42,1,0,1,1,0,0
6,"Malindi County is experiencing an increase in measles cases. Local hospitals have reported patients with weakness, weakness, and weakness. Health workers are conducting community awareness campaigns. Authorities urge residents to maintain hygiene and report any cases.",malindi,2025-08-16 15:44:32.861264,-0.2056700496402179,negative,"['measles', 'malindi']",0,0,news,,,Health officials investigate Measles outbreak in Malindi,Daily Nation,https://synthetic-news.ke/article/1755348272_5,0.25,0,2025-08-16,0,False,True,268,36,1,0,1,1,0,0
7,Health officials in Kisii County have confirmed multiple cases of flu. Residents are experiencing symptoms including fever and fever. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,kisii,2025-07-30 06:44:32.861264,-0.366915138397963,negative,"['flu', 'kisii']",0,0,news,,,Residents urged to take precautions as Flu spreads in Kisii,Citizen Digital,https://synthetic-news.ke/article/1753847072_6,0.75,0,2025-07-30,1,False,False,272,42,1,0,1,1,0,0
8,The Machakos County health department is investigating a suspected influenza outbreak. Several residents have presented with nausea and nausea. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,machakos,2025-09-20 14:44:32.862758,-0.3905611005738995,negative,"['influenza', 'machakos']",0,0,news,,,Influenza cases surge in Machakos County,Health Kenya,https://synthetic-news.ke/article/1758368672_7,0.75,0,2025-09-20,1,False,True,276,36,1,0,1,1,0,0
9,Health officials in Thika County have confirmed multiple cases of tuberculosis. Residents are experiencing symptoms including fever and fever. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,thika,2025-08-11 23:44:32.862758,-0.23977834318847363,negative,"['tuberculosis', 'thika']",0,0,news,,,Thika County reports increase in Tuberculosis infections,Capital FM,https://synthetic-news.ke/article/1754945072_8,0.5,0,2025-08-11,1,False,False,281,42,1,0,1,1,0,0
10,The Malindi County health department is investigating a suspected typhoid outbreak. Several residents have presented with fatigue and fatigue. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,malindi,2025-08-03 00:44:32.862758,-0.34301573848324896,negative,"['typhoid', 'malindi']",0,0,news,,,Ministry of Health issues Typhoid alert for Malindi,Health Kenya,https://synthetic-news.ke/article/1754171072_9,0.5,0,2025-08-03,1,False,True,275,36,1,0,1,1,0,0
11,The Thika County health department is investigating a suspected influenza outbreak. Several residents have presented with fever and fever. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,thika,2025-08-13 19:44:32.862758,-0.3741400108835361,negative,"['influenza', 'thika']",0,0,news,,,Influenza outbreak: Thika County affected,Kenya Health News,https://synthetic-news.ke/article/1755103472_10,1.0,0,2025-08-13,1,False,False,271,36,1,0,1,1,0,0
12,"Bungoma County is experiencing an increase in pneumonia cases. Local hospitals have reported patients with weakness, weakness, and weakness. Health workers are conducting community awareness campaigns. Authorities urge residents to maintain hygiene and report any cases.",bungoma,2025-09-16 10:44:32.862758,-0.3064789807523746,negative,"['pneumonia', 'bungoma']",0,0,news,,,Health officials investigate Pneumonia outbreak in Bungoma,Kenya Health News,https://synthetic-news.ke/article/1758008672_11,0.25,0,2025-09-16,0,False,False,270,36,1,0,1,1,0,0
13,The Kisii County health department is investigating a suspected pneumonia outbreak. Several residents have presented with dizziness and dizziness. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,kisii,2025-09-24 18:44:32.862758,-0.38008397545257394,negative,"['pneumonia', 'kisii']",0,0,news,,,Kisii hospitals overwhelmed with Pneumonia patients,Kenya Medical Times,https://synthetic-news.ke/article/1758728672_12,0.5,0,2025-09-24,1,False,False,279,36,1,0,1,1,0,0
14,The Kakamega County health department is investigating a suspected malaria outbreak. Several residents have presented with headache and headache. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,kakamega,2025-07-17 15:44:32.869276,-0.25106763205170973,negative,"['malaria', 'kakamega']",0,0,news,,,Kakamega hospitals overwhelmed with Malaria patients,Citizen Digital,https://synthetic-news.ke/article/1752756272_13,0.75,0,2025-07-17,1,False,False,278,36,1,0,1,1,0,0
15,Health officials in Nyeri County have confirmed multiple cases of yellow fever. Residents are experiencing symptoms including vomiting and vomiting. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,nyeri,2025-09-11 13:44:32.869276,-0.24320533931188826,negative,"['yellow fever', 'nyeri']",0,0,news,,,Yellow Fever cases surge in Nyeri County,KBC News,https://synthetic-news.ke/article/1757587472_14,0.5,0,2025-09-11,1,False,False,287,43,1,0,1,1,0,0
16,The Kericho County health department is investigating a suspected pneumonia outbreak. Several residents have presented with vomiting and vomiting. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,kericho,2025-09-10 04:44:32.869276,-0.2927806474749829,negative,"['pneumonia', 'kericho']",0,0,news,,,Kericho hospitals overwhelmed with Pneumonia patients,Daily Nation,https://synthetic-news.ke/article/1757468672_15,0.5,0,2025-09-10,1,False,False,279,36,1,0,1,1,0,0
17,The Mombasa County health department is investigating a suspected yellow fever outbreak. Several residents have presented with cough and cough. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,mombasa,2025-09-09 04:44:32.869276,-0.26499170132941186,negative,"['yellow fever', 'mombasa']",0,0,news,,,Health officials investigate Yellow Fever outbreak in Mombasa,Capital FM,https://synthetic-news.ke/article/1757382272_16,0.75,0,2025-09-09,1,False,False,276,37,1,0,1,1,0,0
18,Health officials in Machakos County have confirmed multiple cases of typhoid. Residents are experiencing symptoms including weakness and weakness. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,machakos,2025-09-21 14:44:32.869276,-0.20785712859646108,negative,"['typhoid', 'machakos']",0,0,news,,,Health workers respond to Typhoid cases in Machakos,KBC News,https://synthetic-news.ke/article/1758455072_17,0.25,0,2025-09-21,0,False,True,285,42,1,0,1,1,0,0
19,The Kisii County health department is investigating a suspected influenza outbreak. Several residents have presented with weakness and weakness. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,kisii,2025-08-05 10:44:32.874117,-0.30338273218524126,negative,"['influenza', 'kisii']",0,0,news,,,Health officials investigate Influenza outbreak in Kisii,Daily Nation,https://synthetic-news.ke/article/1754379872_18,0.75,0,2025-08-05,1,False,False,277,36,1,0,1,1,0,0
20,Health officials in Nyeri County have confirmed multiple cases of measles. Residents are experiencing symptoms including headache and headache. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,nyeri,2025-09-11 08:44:32.874117,-0.22768515086992347,negative,"['measles', 'nyeri']",0,0,news,,,Measles outbreak: Nyeri County affected,Kenya Health News,https://synthetic-news.ke/article/1757569472_19,0.25,0,2025-09-11,0,False,False,282,42,1,0,1,1,0,0
21,The Nairobi County health department is investigating a suspected meningitis outbreak. Several residents have presented with vomiting and vomiting. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,nairobi,2025-08-04 18:44:32.877617,-0.3032706812628324,negative,"['meningitis', 'nairobi']",0,0,news,,,Health officials investigate Meningitis outbreak in Nairobi,Kenya Medical Times,https://synthetic-news.ke/article/1754322272_20,0.5,0,2025-08-04,1,False,False,280,36,1,0,1,1,0,0
22,The Garissa County health department is investigating a suspected pneumonia outbreak. Several residents have presented with weakness and weakness. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,garissa,2025-09-01 03:44:32.877617,-0.3047499660906273,negative,"['pneumonia', 'garissa']",0,0,news,,,Garissa County reports increase in Pneumonia infections,Kenya Medical Times,https://synthetic-news.ke/article/1756687472_21,0.5,0,2025-09-01,1,False,False,279,36,1,0,1,1,0,0
23,Health officials in Garissa County have confirmed multiple cases of measles. Residents are experiencing symptoms including nausea and nausea. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,garissa,2025-07-24 12:44:32.877617,-0.2991092206312247,negative,"['measles', 'garissa']",0,0,news,,,Measles cases surge in Garissa County,Daily Nation,https://synthetic-news.ke/article/1753350272_22,0.25,0,2025-07-24,0,False,False,280,42,1,0,1,1,0,0
24,Health officials in Garissa County have confirmed multiple cases of dengue. Residents are experiencing symptoms including chills and chills. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,garissa,2025-08-25 01:44:32.877617,-0.3441130071000877,negative,"['dengue', 'garissa']",0,0,news,,,Health workers respond to Dengue cases in Garissa,Kenya Health News,https://synthetic-news.ke/article/1756075472_23,0.25,0,2025-08-25,0,False,False,279,42,1,0,1,1,0,0
25,The Nairobi County health department is investigating a suspected covid outbreak. Several residents have presented with fever and fever. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,nairobi,2025-09-23 10:44:32.882416,-0.35676737000718906,negative,"['covid', 'nairobi']",0,0,news,,,Nairobi hospitals overwhelmed with Covid patients,Citizen Digital,https://synthetic-news.ke/article/1758613472_24,1.0,0,2025-09-23,1,False,False,269,36,1,0,1,1,0,0
26,Health officials in Eldoret County have confirmed multiple cases of flu. Residents are experiencing symptoms including fatigue and fatigue. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,eldoret,2025-07-19 10:44:32.884247,-0.2847469721192541,negative,"['flu', 'eldoret']",0,0,news,,,Residents urged to take precautions as Flu spreads in Eldoret,Health Kenya,https://synthetic-news.ke/article/1752911072_25,0.5,0,2025-07-19,1,False,True,278,42,1,0,1,1,0,0
27,"Meru County is experiencing an increase in diarrhea cases. Local hospitals have reported patients with headache, headache, and headache. Health workers are conducting community awareness campaigns. Authorities urge residents to maintain hygiene and report any cases.",meru,2025-08-12 16:44:32.884247,-0.20013441936953066,negative,"['diarrhea', 'meru']",0,0,news,,,Ministry of Health issues Diarrhea alert for Meru,Health Kenya,https://synthetic-news.ke/article/1755006272_26,0.25,0,2025-08-12,0,False,False,266,36,1,0,1,1,0,0
28,The Eldoret County health department is investigating a suspected covid outbreak. Several residents have presented with nausea and nausea. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,eldoret,2025-08-10 19:44:32.884247,-0.22353500824273895,negative,"['covid', 'eldoret']",0,0,news,,,Residents urged to take precautions as Covid spreads in Eldoret,Citizen Digital,https://synthetic-news.ke/article/1754844272_27,0.75,0,2025-08-10,1,False,True,271,36,1,0,1,1,0,0
29,Health officials in Kericho County have confirmed multiple cases of pneumonia. Residents are experiencing symptoms including fatigue and fatigue. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,kericho,2025-09-29 14:44:32.884247,-0.2496966938815176,negative,"['pneumonia', 'kericho']",0,0,news,,,Pneumonia cases surge in Kericho County,Capital FM,https://synthetic-news.ke/article/1759146272_28,0.25,0,2025-09-29,0,False,False,284,42,1,0,1,1,0,0
30,Health officials in Kilifi County have confirmed multiple cases of malaria. Residents are experiencing symptoms including nausea and nausea. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,kilifi,2025-08-15 22:44:32.884247,-0.2844100894505287,negative,"['malaria', 'kilifi']",0,0,news,,,Malaria cases surge in Kilifi County,Capital FM,https://synthetic-news.ke/article/1755287072_29,0.5,0,2025-08-15,1,False,False,279,42,1,0,1,1,0,0
31,Health officials in Kakamega County have confirmed multiple cases of diarrhea. Residents are experiencing symptoms including fatigue and fatigue. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,kakamega,2025-07-19 20:44:32.884247,-0.3172259376348353,negative,"['diarrhea', 'kakamega']",0,0,news,,,Ministry of Health issues Diarrhea alert for Kakamega,The Standard,https://synthetic-news.ke/article/1752947072_30,0.25,0,2025-07-19,0,False,True,284,42,1,0,1,1,0,0
32,The Nyeri County health department is investigating a suspected measles outbreak. Several residents have presented with fever and fever. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,nyeri,2025-10-08 02:44:32.884247,-0.31202934074547595,negative,"['measles', 'nyeri']",0,0,news,,,Health workers respond to Measles cases in Nyeri,Capital FM,https://synthetic-news.ke/article/1759880672_31,0.75,0,2025-10-08,1,True,False,269,36,1,0,1,1,0,0
33,The Kakamega County health department is investigating a suspected pneumonia outbreak. Several residents have presented with cough and cough. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,kakamega,2025-09-25 04:44:32.884247,-0.2756169117419154,negative,"['pneumonia', 'kakamega']",0,0,news,,,Kakamega hospitals overwhelmed with Pneumonia patients,KBC News,https://synthetic-news.ke/article/1758764672_32,0.5,0,2025-09-25,1,False,False,274,36,1,0,1,1,0,0
35,"Machakos County is experiencing an increase in influenza cases. Local hospitals have reported patients with headache, headache, and headache. Health workers are conducting community awareness campaigns. Authorities urge residents to maintain hygiene and report any cases.",machakos,2025-08-22 07:44:32.893460,-0.3870691225912664,negative,"['influenza', 'machakos']",0,0,news,,,Influenza outbreak: Machakos County affected,Capital FM,https://synthetic-news.ke/article/1755837872_34,0.5,0,2025-08-22,1,False,False,271,36,1,0,1,1,0,0
36,"Bungoma County is experiencing an increase in measles cases. Local hospitals have reported patients with sweating, sweating, and sweating. Health workers are conducting community awareness campaigns. Authorities urge residents to maintain hygiene and report any cases.",bungoma,2025-07-31 21:44:32.893460,-0.3056266214633775,negative,"['measles', 'bungoma']",0,0,news,,,Bungoma County reports increase in Measles infections,Daily Nation,https://synthetic-news.ke/article/1753987472_35,0.25,0,2025-07-31,0,False,False,268,36,1,0,1,1,0,0
37,The Kilifi County health department is investigating a suspected malaria outbreak. Several residents have presented with sweating and sweating. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,kilifi,2025-08-19 18:44:32.893460,-0.22993864545741607,negative,"['malaria', 'kilifi']",0,0,news,,,Health officials investigate Malaria outbreak in Kilifi,Kenya Medical Times,https://synthetic-news.ke/article/1755618272_36,0.75,0,2025-08-19,1,False,False,276,36,1,0,1,1,0,0
38,Health officials in Nairobi County have confirmed multiple cases of measles. Residents are experiencing symptoms including weakness and weakness. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,nairobi,2025-07-30 09:44:32.895994,-0.3008672808467383,negative,"['measles', 'nairobi']",0,0,news,,,Health officials investigate Measles outbreak in Nairobi,KBC News,https://synthetic-news.ke/article/1753857872_37,0.25,0,2025-07-30,0,False,False,284,42,1,0,1,1,0,0
39,Health officials in Malindi County have confirmed multiple cases of meningitis. Residents are experiencing symptoms including sweating and sweating. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,malindi,2025-09-11 20:44:32.895994,-0.21619026778526157,negative,"['meningitis', 'malindi']",0,0,news,,,Meningitis outbreak: Malindi County affected,Health Kenya,https://synthetic-news.ke/article/1757612672_38,0.25,0,2025-09-11,0,False,False,287,42,1,0,1,1,0,0
40,"Garissa County is experiencing an increase in measles cases. Local hospitals have reported patients with vomiting, vomiting, and vomiting. Health workers are conducting community awareness campaigns. Authorities urge residents to maintain hygiene and report any cases.",garissa,2025-07-22 22:44:32.895994,-0.3320562676427897,negative,"['measles', 'garissa']",0,0,news,,,Measles cases surge in Garissa County,Health Kenya,https://synthetic-news.ke/article/1753213472_39,0.25,0,2025-07-22,0,False,False,268,36,1,0,1,1,0,0
41,"Eldoret County is experiencing an increase in influenza cases. Local hospitals have reported patients with weakness, weakness, and weakness. Health workers are conducting community awareness campaigns. Authorities urge residents to maintain hygiene and report any cases.",eldoret,2025-10-05 03:44:32.895994,-0.3825774520548223,negative,"['influenza', 'eldoret']",0,0,news,,,Residents urged to take precautions as Influenza spreads in Eldoret,Kenya Health News,https://synthetic-news.ke/article/1759625072_40,0.5,0,2025-10-05,1,True,True,270,36,1,0,1,1,0,0
43,The Thika County health department is investigating a suspected influenza outbreak. Several residents have presented with headache and headache. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,thika,2025-09-18 19:44:32.895994,-0.37613864560217175,negative,"['influenza', 'thika']",0,0,news,,,Health workers respond to Influenza cases in Thika,Kenya Health News,https://synthetic-news.ke/article/1758213872_42,0.75,0,2025-09-18,1,False,False,277,36,1,0,1,1,0,0
44,Health officials in Nairobi County have confirmed multiple cases of malaria. Residents are experiencing symptoms including fatigue and fatigue. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,nairobi,2025-09-04 16:44:32.901689,-0.29866550620798826,negative,"['malaria', 'nairobi']",0,0,news,,,Health officials investigate Malaria outbreak in Nairobi,KBC News,https://synthetic-news.ke/article/1756993472_43,0.5,0,2025-09-04,1,False,False,282,42,1,0,1,1,0,0
45,Health officials in Machakos County have confirmed multiple cases of flu. Residents are experiencing symptoms including weakness and weakness. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,machakos,2025-08-05 14:44:32.901689,-0.22566279739447626,negative,"['flu', 'machakos']",0,0,news,,,Machakos County reports increase in Flu infections,Health Kenya,https://synthetic-news.ke/article/1754394272_44,0.5,0,2025-08-05,1,False,False,281,42,1,0,1,1,0,0
46,The Mombasa County health department is investigating a suspected pneumonia outbreak. Several residents have presented with sweating and sweating. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,mombasa,2025-08-16 07:44:32.903440,-0.3643424662918416,negative,"['pneumonia', 'mombasa']",0,0,news,,,Health officials investigate Pneumonia outbreak in Mombasa,Daily Nation,https://synthetic-news.ke/article/1755319472_45,0.5,0,2025-08-16,1,False,True,279,36,1,0,1,1,0,0
47,"Nakuru County is experiencing an increase in diarrhea cases. Local hospitals have reported patients with vomiting, vomiting, and vomiting. Health workers are conducting community awareness campaigns. Authorities urge residents to maintain hygiene and report any cases.",nakuru,2025-09-06 22:44:32.903440,-0.3944470217792606,negative,"['diarrhea', 'nakuru']",0,0,news,,,Residents urged to take precautions as Diarrhea spreads in Nakuru,Daily Nation,https://synthetic-news.ke/article/1757187872_46,0.25,0,2025-09-06,0,False,True,268,36,1,0,1,1,0,0
48,Health officials in Nakuru County have confirmed multiple cases of pneumonia. Residents are experiencing symptoms including sweating and sweating. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,nakuru,2025-09-20 21:44:32.903440,-0.3815826014985054,negative,"['pneumonia', 'nakuru']",0,0,news,,,Ministry of Health issues Pneumonia alert for Nakuru,Citizen Digital,https://synthetic-news.ke/article/1758393872_47,0.25,0,2025-09-20,0,False,True,285,42,1,0,1,1,0,0
