id,text,county,created_at,sentiment_score,sentiment_label,keywords,retweet_count,favorite_count,source_type,username,location,title,source,url,health_relevance_score,interest_score,date,outbreak_occurred,health_relevance_score_computed,is_recent,is_weekend,text_length,word_count,has_county,is_social_media,is_news,is_official,engagement_score,high_engagement
714,Bungoma residents reporting vomiting. Any idea what's going on?,malindi,2025-07-18 01:41:45.383878,-0.24208978035146766,negative,[],11,42,twitter,user2067,"Malindi, Kenya",,,,,0,2025-07-18,0,0.5,False,False,63,9,1,1,0,0,53,0
715,Anyone else in Nairobi experiencing nausea? Worried about dengue,kisii,2025-08-28 19:17:45.383878,-0.27803130243130597,negative,[],15,41,twitter,user1931,"Kisii, Kenya",,,,,0,2025-08-28,0,0.5,False,False,64,9,1,1,0,0,56,0
716,Is there a cholera outbreak? Hearing lots of cases in Mombasa,kakamega,2025-09-16 23:39:45.383878,-0.13416939998154703,negative,[],12,69,twitter,user3124,"Kakamega, Kenya",,,,,0,2025-09-16,1,1.0,False,False,61,11,1,1,0,0,81,0
717,Visited hospital today - so many tuberculosis patients. Stay healthy Garissa!,busia,2025-09-25 16:26:45.383878,-0.14637159173684655,negative,[],4,25,twitter,user1262,"Busia, Kenya",,,,,0,2025-09-25,0,0.5,False,False,77,11,1,1,0,0,29,0
718,"Feeling terrible - nausea, nausea and nausea. Hope it's not flu",thika,2025-08-11 17:52:45.383878,-0.2556995575897332,negative,[],3,92,twitter,user5266,"Thika, Kenya",,,,,0,2025-08-11,1,0.75,False,False,63,11,1,1,0,0,95,0
719,My friend has chills and chills. Should we worry about meningitis?,bungoma,2025-10-09 10:01:45.383878,-0.15137351692087903,negative,[],23,46,twitter,user6631,"Bungoma, Kenya",,,,,0,2025-10-09,0,0.5,True,False,66,11,1,1,0,0,69,0
720,"Feeling terrible - cough, cough and cough. Hope it's not typhoid",malindi,2025-10-08 16:13:45.383878,-0.28968682894687864,negative,[],43,24,twitter,user1364,"Malindi, Kenya",,,,,0,2025-10-08,0,0.5,True,False,64,11,1,1,0,0,67,0
721,Cases of measles reported in Kakamega. Please stay safe everyone!,bungoma,2025-08-05 00:14:45.383878,-0.1981321228934964,negative,[],43,52,twitter,user6792,"Bungoma, Kenya",,,,,0,2025-08-05,0,0.5,False,False,65,10,1,1,0,0,95,0
722,Mombasa residents reporting dizziness. Any idea what's going on?,nairobi,2025-08-26 05:02:45.396865,-0.24498920720582198,negative,[],19,71,twitter,user7203,"Nairobi, Kenya",,,,,0,2025-08-26,0,0.5,False,False,64,9,1,1,0,0,90,0
723,"Feeling terrible - chills, chills and chills. Hope it's not pneumonia",garissa,2025-07-16 10:57:45.398701,-0.1635239229530528,negative,[],14,41,twitter,user7312,"Garissa, Kenya",,,,,0,2025-07-16,0,0.5,False,False,69,11,1,1,0,0,55,0
724,Eldoret residents reporting chills. Any idea what's going on?,kericho,2025-08-13 07:33:45.402285,-0.13413161397411527,negative,[],15,51,twitter,user7485,"Kericho, Kenya",,,,,0,2025-08-13,0,0.5,False,False,61,9,1,1,0,0,66,0
725,Health alert: flu cases increasing in Thika area,eldoret,2025-09-26 01:16:45.402285,-0.18908914640845892,negative,[],19,49,twitter,user1809,"Eldoret, Kenya",,,,,0,2025-09-26,1,0.75,False,False,48,8,1,1,0,0,68,0
726,Mombasa residents reporting chills. Any idea what's going on?,kisii,2025-08-27 07:47:45.402285,-0.10621329436790952,negative,[],28,2,twitter,user2684,"Kisii, Kenya",,,,,0,2025-08-27,0,0.5,False,False,61,9,1,1,0,0,30,0
727,Cases of flu reported in Kisumu. Please stay safe everyone!,nairobi,2025-07-20 14:11:45.404935,-0.2953038572967887,negative,[],38,45,twitter,user6607,"Nairobi, Kenya",,,,,0,2025-07-20,1,0.75,False,True,59,10,1,1,0,0,83,0
728,Anyone else in Kakamega experiencing sweating? Worried about measles,thika,2025-08-19 14:59:45.404935,-0.12094339008317034,negative,[],31,99,twitter,user7393,"Thika, Kenya",,,,,0,2025-08-19,0,0.5,False,False,68,9,1,1,0,0,130,1
729,Is there a measles outbreak? Hearing lots of cases in Eldoret,busia,2025-08-08 19:43:45.404935,-0.2750246197745771,negative,[],20,4,twitter,user9119,"Busia, Kenya",,,,,0,2025-08-08,1,0.75,False,False,61,11,1,1,0,0,24,0
730,PSA: Get checked if you have vomiting. influenza is spreading in Kitale,meru,2025-08-09 01:18:45.404935,-0.16554453228853355,negative,[],31,97,twitter,user6510,"Meru, Kenya",,,,,0,2025-08-09,1,0.75,False,True,71,12,1,1,0,0,128,1
731,Anyone else in Kericho experiencing fatigue? Worried about covid,nyeri,2025-09-21 17:00:45.408542,-0.14860481557582253,negative,[],50,34,twitter,user6789,"Nyeri, Kenya",,,,,0,2025-09-21,1,0.75,False,True,64,9,1,1,0,0,84,0
732,"Feeling terrible - weakness, weakness and weakness. Hope it's not typhoid",kericho,2025-08-14 19:06:45.410549,-0.22024728844423355,negative,[],30,15,twitter,user8493,"Kericho, Kenya",,,,,0,2025-08-14,0,0.5,False,False,73,11,1,1,0,0,45,0
733,PSA: Get checked if you have nausea. meningitis is spreading in Garissa,nyeri,2025-07-20 09:24:45.412560,-0.14461560265798515,negative,[],7,98,twitter,user6320,"Nyeri, Kenya",,,,,0,2025-07-20,0,0.5,False,True,71,12,1,1,0,0,105,1
734,Is there a flu outbreak? Hearing lots of cases in Eldoret,kisii,2025-09-27 07:41:45.412560,-0.16530617375059714,negative,[],21,20,twitter,user6231,"Kisii, Kenya",,,,,0,2025-09-27,1,1.0,False,True,57,11,1,1,0,0,41,0
735,Visited hospital today - so many diarrhea patients. Stay healthy Kitale!,kakamega,2025-08-13 17:47:45.414420,-0.24354341544775576,negative,[],31,47,twitter,user2267,"Kakamega, Kenya",,,,,0,2025-08-13,0,0.5,False,False,72,11,1,1,0,0,78,0
736,Anyone else in Eldoret experiencing chills? Worried about yellow fever,meru,2025-08-24 06:09:45.418445,-0.19183251263272943,negative,[],36,90,twitter,user6056,"Meru, Kenya",,,,,0,2025-08-24,1,0.75,False,True,70,10,1,1,0,0,126,1
737,"Feeling terrible - nausea, nausea and nausea. Hope it's not malaria",nakuru,2025-10-03 18:38:45.420455,-0.11321226337870993,negative,[],2,16,twitter,user6315,"Nakuru, Kenya",,,,,0,2025-10-03,1,0.75,False,False,67,11,1,1,0,0,18,0
738,PSA: Get checked if you have headache. measles is spreading in Mombasa,kitale,2025-07-28 13:28:45.423128,-0.10796088379361035,negative,[],21,31,twitter,user4995,"Kitale, Kenya",,,,,0,2025-07-28,0,0.5,False,False,70,12,1,1,0,0,52,0
739,Visited hospital today - so many diarrhea patients. Stay healthy Nyeri!,kisii,2025-10-11 06:44:45.425197,-0.24272575550070424,negative,[],9,52,twitter,user3517,"Kisii, Kenya",,,,,0,2025-10-11,0,0.5,True,True,71,11,1,1,0,0,61,0
740,Visited hospital today - so many yellow fever patients. Stay healthy Mombasa!,garissa,2025-08-02 09:06:45.426526,-0.24729136561932374,negative,[],17,68,twitter,user7159,"Garissa, Kenya",,,,,0,2025-08-02,1,0.75,False,True,77,12,1,1,0,0,85,0
741,Health alert: dengue cases increasing in Kisii area,kitale,2025-10-06 21:03:45.428663,-0.10020612509448887,negative,[],24,27,twitter,user9212,"Kitale, Kenya",,,,,0,2025-10-06,0,0.5,True,False,51,8,1,1,0,0,51,0
742,PSA: Get checked if you have cough. measles is spreading in Bungoma,nairobi,2025-10-06 12:51:45.428663,-0.12361818749873196,negative,[],43,57,twitter,user9887,"Nairobi, Kenya",,,,,0,2025-10-06,0,0.5,True,False,67,12,1,1,0,0,100,1
743,My friend has pain and pain. Should we worry about dengue?,garissa,2025-10-03 10:23:45.430672,-0.16973497961492298,negative,[],44,10,twitter,user8573,"Garissa, Kenya",,,,,0,2025-10-03,0,0.5,False,False,58,11,1,1,0,0,54,0
744,Experiencing sweating and sweating. Could this be malaria? #health #Kenya,kitale,2025-08-22 11:20:45.434692,-0.288483477656393,negative,[],49,100,twitter,user1506,"Kitale, Kenya",,,,,0,2025-08-22,1,0.75,False,False,73,10,1,1,0,0,149,1
745,Experiencing sweating and sweating. Could this be cholera? #health #Kenya,kakamega,2025-07-25 21:26:45.436701,-0.12471126078950664,negative,[],8,81,twitter,user3188,"Kakamega, Kenya",,,,,0,2025-07-25,1,0.75,False,False,73,10,1,1,0,0,89,0
746,My friend has pain and pain. Should we worry about covid?,machakos,2025-07-19 00:58:45.438451,-0.10085660382831022,negative,[],32,8,twitter,user4453,"Machakos, Kenya",,,,,0,2025-07-19,1,0.75,False,True,57,11,1,1,0,0,40,0
747,Kisii residents reporting nausea. Any idea what's going on?,thika,2025-09-09 21:31:45.440459,-0.1680438490997781,negative,[],7,90,twitter,user4594,"Thika, Kenya",,,,,0,2025-09-09,0,0.5,False,False,59,9,1,1,0,0,97,0
748,"Feeling terrible - fatigue, fatigue and fatigue. Hope it's not typhoid",busia,2025-10-08 09:45:45.442465,-0.12822887810333036,negative,[],0,90,twitter,user7265,"Busia, Kenya",,,,,0,2025-10-08,0,0.5,True,False,70,11,1,1,0,0,90,0
749,Is there a malaria outbreak? Hearing lots of cases in Kilifi,kericho,2025-07-18 14:40:45.442465,-0.29394715722402576,negative,[],33,15,twitter,user7668,"Kericho, Kenya",,,,,0,2025-07-18,1,1.0,False,False,60,11,1,1,0,0,48,0
750,Anyone else in Mombasa experiencing pain? Worried about typhoid,mombasa,2025-09-26 15:01:45.444473,-0.18425549257840512,negative,[],12,20,twitter,user3041,"Mombasa, Kenya",,,,,0,2025-09-26,0,0.5,False,False,63,9,1,1,0,0,32,0
751,Visited hospital today - so many meningitis patients. Stay healthy Kisii!,kilifi,2025-09-30 03:42:45.452500,-0.18862264362999115,negative,[],44,24,twitter,user1205,"Kilifi, Kenya",,,,,0,2025-09-30,0,0.5,False,False,73,11,1,1,0,0,68,0
753,Mombasa residents reporting chills. Any idea what's going on?,kericho,2025-08-26 07:15:45.456256,-0.11566304897154797,negative,[],49,19,twitter,user2389,"Kericho, Kenya",,,,,0,2025-08-26,0,0.5,False,False,61,9,1,1,0,0,68,0
754,Visited hospital today - so many meningitis patients. Stay healthy Kericho!,kilifi,2025-09-10 10:31:45.456256,-0.11297674582603595,negative,[],18,92,twitter,user4010,"Kilifi, Kenya",,,,,0,2025-09-10,0,0.5,False,False,75,11,1,1,0,0,110,1
755,"Feeling terrible - vomiting, vomiting and vomiting. Hope it's not cholera",mombasa,2025-09-16 12:10:45.458262,-0.20606736803705783,negative,[],27,46,twitter,user3390,"Mombasa, Kenya",,,,,0,2025-09-16,1,0.75,False,False,73,11,1,1,0,0,73,0
756,"Feeling terrible - dizziness, dizziness and dizziness. Hope it's not dengue",kericho,2025-10-03 22:27:45.460268,-0.19010501492853757,negative,[],15,92,twitter,user9200,"Kericho, Kenya",,,,,0,2025-10-03,0,0.5,False,False,75,11,1,1,0,0,107,1
757,Is there a yellow fever outbreak? Hearing lots of cases in Kisumu,machakos,2025-08-20 22:25:45.462275,-0.27952847521898383,negative,[],5,83,twitter,user6354,"Machakos, Kenya",,,,,0,2025-08-20,1,1.0,False,False,65,12,1,1,0,0,88,0
758,Experiencing nausea and nausea. Could this be pneumonia? #health #Kenya,kilifi,2025-09-06 14:51:45.462275,-0.11482360389149701,negative,[],41,22,twitter,user3769,"Kilifi, Kenya",,,,,0,2025-09-06,0,0.5,False,True,71,10,1,1,0,0,63,0
759,Is there a meningitis outbreak? Hearing lots of cases in Machakos,eldoret,2025-07-20 12:09:45.464281,-0.2722084583196545,negative,[],33,88,twitter,user9160,"Eldoret, Kenya",,,,,0,2025-07-20,1,0.75,False,True,65,11,1,1,0,0,121,1
760,"Feeling terrible - pain, pain and pain. Hope it's not pneumonia",kericho,2025-09-08 08:16:45.468318,-0.11214903532275702,negative,[],17,73,twitter,user3136,"Kericho, Kenya",,,,,0,2025-09-08,0,0.5,False,False,63,11,1,1,0,0,90,0
761,Thika residents reporting pain. Any idea what's going on?,malindi,2025-09-03 05:18:45.470069,-0.23106284731348778,negative,[],18,87,twitter,user6658,"Malindi, Kenya",,,,,0,2025-09-03,0,0.5,False,False,57,9,1,1,0,0,105,1
762,Health alert: measles cases increasing in Kisii area,nyeri,2025-10-07 21:57:45.472076,-0.1317749780550099,negative,[],46,7,twitter,user7199,"Nyeri, Kenya",,,,,0,2025-10-07,0,0.5,True,False,52,8,1,1,0,0,53,0
763,"Feeling terrible - vomiting, vomiting and vomiting. Hope it's not pneumonia",malindi,2025-07-28 14:50:45.474086,-0.20967006731103077,negative,[],4,9,twitter,user2903,"Malindi, Kenya",,,,,0,2025-07-28,0,0.5,False,False,75,11,1,1,0,0,13,0
764,Anyone else in Kisumu experiencing dizziness? Worried about meningitis,nairobi,2025-09-04 19:03:45.474086,-0.2051156347221083,negative,[],29,20,twitter,user7224,"Nairobi, Kenya",,,,,0,2025-09-04,0,0.5,False,False,70,9,1,1,0,0,49,0
765,Is there a malaria outbreak? Hearing lots of cases in Kisumu,kericho,2025-07-20 14:39:45.476094,-0.19663207468429084,negative,[],21,38,twitter,user2675,"Kericho, Kenya",,,,,0,2025-07-20,1,1.0,False,True,60,11,1,1,0,0,59,0
766,Nyeri residents reporting chills. Any idea what's going on?,kakamega,2025-09-04 21:22:45.478103,-0.11686125585190424,negative,[],3,75,twitter,user6696,"Kakamega, Kenya",,,,,0,2025-09-04,0,0.5,False,False,59,9,1,1,0,0,78,0
767,Bungoma residents reporting dizziness. Any idea what's going on?,nyeri,2025-08-13 12:43:45.480109,-0.2534121984354324,negative,[],44,60,twitter,user4000,"Nyeri, Kenya",,,,,0,2025-08-13,0,0.5,False,False,64,9,1,1,0,0,104,1
768,Visited hospital today - so many tuberculosis patients. Stay healthy Busia!,nairobi,2025-10-10 18:31:45.481048,-0.23351790765317926,negative,[],14,87,twitter,user9854,"Nairobi, Kenya",,,,,0,2025-10-10,0,0.5,True,False,75,11,1,1,0,0,101,1
769,Cases of typhoid reported in Kitale. Please stay safe everyone!,mombasa,2025-09-08 00:35:45.483065,-0.2711356166062426,negative,[],32,100,twitter,user7234,"Mombasa, Kenya",,,,,0,2025-09-08,0,0.5,False,False,63,10,1,1,0,0,132,1
770,Busia residents reporting dizziness. Any idea what's going on?,bungoma,2025-08-23 17:18:45.487443,-0.13534414303503461,negative,[],27,29,twitter,user6154,"Bungoma, Kenya",,,,,0,2025-08-23,0,0.5,False,True,62,9,1,1,0,0,56,0
771,Is there a cholera outbreak? Hearing lots of cases in Nakuru,kisumu,2025-07-19 11:09:45.489244,-0.16281520009053538,negative,[],13,11,twitter,user7595,"Kisumu, Kenya",,,,,0,2025-07-19,1,1.0,False,True,60,11,1,1,0,0,24,0
772,Experiencing chills and chills. Could this be cholera? #health #Kenya,mombasa,2025-08-05 23:50:45.490956,-0.15495594379576086,negative,[],24,65,twitter,user1865,"Mombasa, Kenya",,,,,0,2025-08-05,1,0.75,False,False,69,10,1,1,0,0,89,0
773,Is there a covid outbreak? Hearing lots of cases in Nairobi,busia,2025-08-14 12:59:45.493082,-0.2909880899033875,negative,[],2,74,twitter,user6860,"Busia, Kenya",,,,,0,2025-08-14,1,1.0,False,False,59,11,1,1,0,0,76,0
774,Garissa residents reporting fatigue. Any idea what's going on?,kisii,2025-09-23 07:48:45.493082,-0.16837618761992512,negative,[],0,7,twitter,user8657,"Kisii, Kenya",,,,,0,2025-09-23,0,0.25,False,False,62,9,1,1,0,0,7,0
775,Health alert: dengue cases increasing in Mombasa area,kakamega,2025-10-02 03:39:45.495090,-0.2818490813974826,negative,[],47,37,twitter,user5308,"Kakamega, Kenya",,,,,0,2025-10-02,0,0.5,False,False,53,8,1,1,0,0,84,0
776,"Feeling terrible - pain, pain and pain. Hope it's not diarrhea",bungoma,2025-09-13 19:02:45.497098,-0.14370775066574693,negative,[],17,41,twitter,user9884,"Bungoma, Kenya",,,,,0,2025-09-13,0,0.5,False,True,62,11,1,1,0,0,58,0
777,Health alert: diarrhea cases increasing in Nakuru area,malindi,2025-07-21 15:55:45.499104,-0.11191878119090065,negative,[],26,46,twitter,user5102,"Malindi, Kenya",,,,,0,2025-07-21,0,0.5,False,False,54,8,1,1,0,0,72,0
778,"Feeling terrible - fever, fever and fever. Hope it's not diarrhea",machakos,2025-07-30 17:30:45.503172,-0.25626468130339114,negative,[],35,55,twitter,user9604,"Machakos, Kenya",,,,,0,2025-07-30,1,0.75,False,False,65,11,1,1,0,0,90,0
779,My friend has dizziness and dizziness. Should we worry about diarrhea?,nairobi,2025-07-14 23:15:45.504921,-0.13001353474971664,negative,[],19,69,twitter,user5786,"Nairobi, Kenya",,,,,0,2025-07-14,0,0.5,False,False,70,11,1,1,0,0,88,0
780,My friend has fatigue and fatigue. Should we worry about cholera?,kisumu,2025-09-07 07:45:45.506928,-0.154646298324915,negative,[],41,83,twitter,user2721,"Kisumu, Kenya",,,,,0,2025-09-07,1,0.75,False,True,65,11,1,1,0,0,124,1
781,"Feeling terrible - chills, chills and chills. Hope it's not influenza",mombasa,2025-08-18 11:59:45.506928,-0.13677812732743444,negative,[],44,10,twitter,user2777,"Mombasa, Kenya",,,,,0,2025-08-18,1,0.75,False,False,69,11,1,1,0,0,54,0
782,Visited hospital today - so many flu patients. Stay healthy Machakos!,kitale,2025-08-20 13:53:45.506928,-0.21828572619869946,negative,[],40,22,twitter,user8378,"Kitale, Kenya",,,,,0,2025-08-20,1,0.75,False,False,69,11,1,1,0,0,62,0
783,"Feeling terrible - fever, fever and fever. Hope it's not diarrhea",garissa,2025-09-02 07:14:45.510712,-0.26443238838568556,negative,[],3,72,twitter,user5126,"Garissa, Kenya",,,,,0,2025-09-02,1,0.75,False,False,65,11,1,1,0,0,75,0
784,Anyone else in Meru experiencing sweating? Worried about flu,kisii,2025-07-26 04:22:45.510712,-0.22031407009722637,negative,[],40,26,twitter,user3144,"Kisii, Kenya",,,,,0,2025-07-26,1,0.75,False,True,60,9,1,1,0,0,66,0
785,Is there a cholera outbreak? Hearing lots of cases in Kericho,mombasa,2025-08-13 03:24:45.512719,-0.2755901593880317,negative,[],31,82,twitter,user6650,"Mombasa, Kenya",,,,,0,2025-08-13,1,1.0,False,False,61,11,1,1,0,0,113,1
786,Cases of influenza reported in Thika. Please stay safe everyone!,nakuru,2025-08-12 16:36:45.514406,-0.1344218182765491,negative,[],14,44,twitter,user3959,"Nakuru, Kenya",,,,,0,2025-08-12,1,0.75,False,False,64,10,1,1,0,0,58,0
787,Experiencing fever and fever. Could this be dengue? #health #Kenya,kitale,2025-09-29 07:25:45.514406,-0.2640071701892166,negative,[],43,82,twitter,user1954,"Kitale, Kenya",,,,,0,2025-09-29,1,0.75,False,False,66,10,1,1,0,0,125,1
788,My friend has nausea and nausea. Should we worry about diarrhea?,kakamega,2025-09-09 18:43:45.519326,-0.20703521406916914,negative,[],30,34,twitter,user8498,"Kakamega, Kenya",,,,,0,2025-09-09,0,0.5,False,False,64,11,1,1,0,0,64,0
789,My friend has weakness and weakness. Should we worry about dengue?,kitale,2025-09-21 06:14:45.519326,-0.29478819989575605,negative,[],36,40,twitter,user7280,"Kitale, Kenya",,,,,0,2025-09-21,0,0.5,False,True,66,11,1,1,0,0,76,0
790,Anyone else in Kilifi experiencing nausea? Worried about dengue,nairobi,2025-09-10 07:48:45.519326,-0.23875846157715339,negative,[],15,5,twitter,user6626,"Nairobi, Kenya",,,,,0,2025-09-10,0,0.5,False,False,63,9,1,1,0,0,20,0
791,Visited hospital today - so many diarrhea patients. Stay healthy Busia!,bungoma,2025-08-27 20:29:45.519326,-0.26023336357957255,negative,[],7,46,twitter,user4933,"Bungoma, Kenya",,,,,0,2025-08-27,0,0.5,False,False,71,11,1,1,0,0,53,0
792,Is there a malaria outbreak? Hearing lots of cases in Kitale,nairobi,2025-09-17 19:37:45.519326,-0.22270258419281902,negative,[],35,35,twitter,user5852,"Nairobi, Kenya",,,,,0,2025-09-17,1,1.0,False,False,60,11,1,1,0,0,70,0
793,Anyone else in Kakamega experiencing sweating? Worried about dengue,eldoret,2025-08-22 16:12:45.528341,-0.25063256114190424,negative,[],34,29,twitter,user7664,"Eldoret, Kenya",,,,,0,2025-08-22,0,0.5,False,False,67,9,1,1,0,0,63,0
794,Health alert: diarrhea cases increasing in Machakos area,meru,2025-08-20 14:56:45.528341,-0.15346303302100936,negative,[],3,54,twitter,user7868,"Meru, Kenya",,,,,0,2025-08-20,0,0.5,False,False,56,8,1,1,0,0,57,0
795,Visited hospital today - so many covid patients. Stay healthy Garissa!,kakamega,2025-08-11 16:29:45.530083,-0.24364867883424385,negative,[],35,3,twitter,user2869,"Kakamega, Kenya",,,,,0,2025-08-11,1,0.75,False,False,70,11,1,1,0,0,38,0
796,Experiencing weakness and weakness. Could this be cholera? #health #Kenya,malindi,2025-08-04 23:03:45.536107,-0.17025953465785615,negative,[],49,9,twitter,user1936,"Malindi, Kenya",,,,,0,2025-08-04,1,0.75,False,False,73,10,1,1,0,0,58,0
797,Health alert: tuberculosis cases increasing in Kisii area,kisii,2025-09-24 12:41:45.538115,-0.19720545938972955,negative,[],4,76,twitter,user1742,"Kisii, Kenya",,,,,0,2025-09-24,0,0.5,False,False,57,8,1,1,0,0,80,0
798,Experiencing fever and fever. Could this be dengue? #health #Kenya,nyeri,2025-08-03 18:47:45.540126,-0.10381462153179785,negative,[],38,60,twitter,user6887,"Nyeri, Kenya",,,,,0,2025-08-03,1,0.75,False,True,66,10,1,1,0,0,98,1
799,"Feeling terrible - vomiting, vomiting and vomiting. Hope it's not cholera",nakuru,2025-10-04 10:14:45.542135,-0.2463149007862852,negative,[],15,98,twitter,user3908,"Nakuru, Kenya",,,,,0,2025-10-04,1,0.75,False,True,73,11,1,1,0,0,113,1
800,Visited hospital today - so many covid patients. Stay healthy Eldoret!,mombasa,2025-10-03 01:47:45.542135,-0.15626933211220898,negative,[],5,67,twitter,user6097,"Mombasa, Kenya",,,,,0,2025-10-03,1,0.75,False,False,70,11,1,1,0,0,72,0
1,Health officials in Bungoma County have confirmed multiple cases of covid. Residents are experiencing symptoms including nausea and nausea. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,bungoma,2025-08-21 21:44:32.847551,-0.3543476513556103,negative,"['covid', 'bungoma']",0,0,news,,,Health officials investigate Covid outbreak in Bungoma,Daily Nation,https://synthetic-news.ke/article/1755801872_0,0.923843642146065,0,2025-08-21,0,0.5,False,False,278,42,1,0,1,1,0,0
2,"Machakos County is experiencing an increase in flu cases. Local hospitals have reported patients with sweating, sweating, and sweating. Health workers are conducting community awareness campaigns. Authorities urge residents to maintain hygiene and report any cases.",machakos,2025-09-19 12:44:32.847551,-0.2267090069730613,negative,"['flu', 'machakos']",0,0,news,,,Flu cases surge in Machakos County,Kenya Health News,https://synthetic-news.ke/article/1758275072_1,0.7386743142102368,0,2025-09-19,0,0.5,False,False,265,36,1,0,1,1,0,0
3,Health officials in Kisumu County have confirmed multiple cases of influenza. Residents are experiencing symptoms including fever and fever. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,kisumu,2025-09-20 18:44:32.847551,-0.2811257963403827,negative,"['influenza', 'kisumu']",0,0,news,,,Health workers respond to Influenza cases in Kisumu,Citizen Digital,https://synthetic-news.ke/article/1758383072_2,0.9110799665681072,0,2025-09-20,1,0.75,False,True,279,42,1,0,1,1,0,0
4,"Kericho County is experiencing an increase in influenza cases. Local hospitals have reported patients with fever, fever, and fever. Health workers are conducting community awareness campaigns. Authorities urge residents to maintain hygiene and report any cases.",kericho,2025-08-06 20:44:32.847551,-0.2804511385194249,negative,"['influenza', 'kericho']",0,0,news,,,Health workers respond to Influenza cases in Kericho,The Standard,https://synthetic-news.ke/article/1754502272_3,0.8693948454526668,0,2025-08-06,1,0.75,False,False,261,36,1,0,1,1,0,0
5,Health officials in Malindi County have confirmed multiple cases of typhoid. Residents are experiencing symptoms including headache and headache. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,malindi,2025-09-04 07:44:32.847551,-0.3289711774949537,negative,"['typhoid', 'malindi']",0,0,news,,,Typhoid cases surge in Malindi County,Kenya Medical Times,https://synthetic-news.ke/article/1756961072_4,0.946723823662369,0,2025-09-04,0,0.25,False,False,284,42,1,0,1,1,0,0
6,"Malindi County is experiencing an increase in measles cases. Local hospitals have reported patients with weakness, weakness, and weakness. Health workers are conducting community awareness campaigns. Authorities urge residents to maintain hygiene and report any cases.",malindi,2025-08-16 15:44:32.861264,-0.2056700496402179,negative,"['measles', 'malindi']",0,0,news,,,Health officials investigate Measles outbreak in Malindi,Daily Nation,https://synthetic-news.ke/article/1755348272_5,0.7256867493465323,0,2025-08-16,0,0.25,False,True,268,36,1,0,1,1,0,0
7,Health officials in Kisii County have confirmed multiple cases of flu. Residents are experiencing symptoms including fever and fever. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,kisii,2025-07-30 06:44:32.861264,-0.366915138397963,negative,"['flu', 'kisii']",0,0,news,,,Residents urged to take precautions as Flu spreads in Kisii,Citizen Digital,https://synthetic-news.ke/article/1753847072_6,0.7329751694309113,0,2025-07-30,1,0.75,False,False,272,42,1,0,1,1,0,0
8,The Machakos County health department is investigating a suspected influenza outbreak. Several residents have presented with nausea and nausea. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,machakos,2025-09-20 14:44:32.862758,-0.3905611005738995,negative,"['influenza', 'machakos']",0,0,news,,,Influenza cases surge in Machakos County,Health Kenya,https://synthetic-news.ke/article/1758368672_7,0.9286808597228269,0,2025-09-20,1,0.75,False,True,276,36,1,0,1,1,0,0
9,Health officials in Thika County have confirmed multiple cases of tuberculosis. Residents are experiencing symptoms including fever and fever. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,thika,2025-08-11 23:44:32.862758,-0.23977834318847363,negative,"['tuberculosis', 'thika']",0,0,news,,,Thika County reports increase in Tuberculosis infections,Capital FM,https://synthetic-news.ke/article/1754945072_8,0.8655745073367948,0,2025-08-11,0,0.5,False,False,281,42,1,0,1,1,0,0
10,The Malindi County health department is investigating a suspected typhoid outbreak. Several residents have presented with fatigue and fatigue. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,malindi,2025-08-03 00:44:32.862758,-0.34301573848324896,negative,"['typhoid', 'malindi']",0,0,news,,,Ministry of Health issues Typhoid alert for Malindi,Health Kenya,https://synthetic-news.ke/article/1754171072_9,0.8174853002304945,0,2025-08-03,0,0.5,False,True,275,36,1,0,1,1,0,0
11,The Thika County health department is investigating a suspected influenza outbreak. Several residents have presented with fever and fever. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,thika,2025-08-13 19:44:32.862758,-0.3741400108835361,negative,"['influenza', 'thika']",0,0,news,,,Influenza outbreak: Thika County affected,Kenya Health News,https://synthetic-news.ke/article/1755103472_10,0.8392660471470854,0,2025-08-13,1,1.0,False,False,271,36,1,0,1,1,0,0
12,"Bungoma County is experiencing an increase in pneumonia cases. Local hospitals have reported patients with weakness, weakness, and weakness. Health workers are conducting community awareness campaigns. Authorities urge residents to maintain hygiene and report any cases.",bungoma,2025-09-16 10:44:32.862758,-0.3064789807523746,negative,"['pneumonia', 'bungoma']",0,0,news,,,Health officials investigate Pneumonia outbreak in Bungoma,Kenya Health News,https://synthetic-news.ke/article/1758008672_11,0.8138394393009487,0,2025-09-16,0,0.25,False,False,270,36,1,0,1,1,0,0
